City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"Lafayette, IN",-86.8594,40.399,"Fishers, IN",-85.9661,39.9589,"Titusville, FL",-80.8193,28.5727,Is Lafayette IN closer to Fishers IN or Titusville FL?,"Fishers, IN",0
"Hanford, CA",-119.6549,36.3274,"Janesville, WI",-89.0136,42.6855,"Daytona Beach, FL",-81.0982,29.1994,Is Hanford CA closer to Janesville WI or Daytona Beach FL?,"Daytona Beach, FL",0
"Alhambra, CA",-118.1355,34.084,"Carmel, IN",-86.146,39.965,"Bismarck, ND",-100.7694,46.8144,Is Alhambra CA closer to Carmel IN or Bismarck ND?,"Carmel, IN",1
"Rome, GA",-85.1862,34.2661,"Pasadena, CA",-118.139,34.1597,"Aloha, OR",-122.8726,45.492,Is Rome GA closer to Pasadena CA or Aloha OR?,"Pasadena, CA",0
"The Hammocks, FL",-80.4483,25.67,"Pine Hills, FL",-81.4693,28.5818,"Grand Island, NE",-98.3584,40.9214,Is The Hammocks FL closer to Pine Hills FL or Grand Island NE?,"Pine Hills, FL",0
"Sheboygan, WI",-87.7316,43.7403,"San Marcos, CA",-117.1744,33.135,"Akron, OH",-81.5219,41.0798,Is Sheboygan WI closer to San Marcos CA or Akron OH?,"San Marcos, CA",1
"Norwich, CT",-72.0882,41.5495,"Lexington, KY",-84.4587,38.0423,"Caguas, PR",-66.0388,18.2319,Is Norwich CT closer to Lexington KY or Caguas PR?,"Lexington, KY",0
"Gastonia, NC",-81.1853,35.2494,"North Little Rock, AR",-92.2371,34.7808,"Dale City, VA",-77.3459,38.6473,Is Gastonia NC closer to North Little Rock AR or Dale City VA?,"North Little Rock, AR",1
"Bowling Green, KY",-86.4373,36.9719,"Lake Elsinore, CA",-117.3344,33.6847,"South Jordan, UT",-111.9782,40.557,Is Bowling Green KY closer to Lake Elsinore CA or South Jordan UT?,"Lake Elsinore, CA",1
"Lincoln, NE",-96.6788,40.809,"Bangor, ME",-68.7906,44.8322,"Brooklyn, NY",-73.9496,40.6501,Is Lincoln NE closer to Bangor ME or Brooklyn NY?,"Bangor, ME",1
"Elgin, IL",-88.3229,42.0385,"Knoxville, TN",-83.9496,35.9692,"Kentwood, MI",-85.5925,42.8852,Is Elgin IL closer to Knoxville TN or Kentwood MI?,"Kentwood, MI",1
"Ankeny, IA",-93.6033,41.7285,"Dublin, CA",-121.8963,37.7161,"Rancho Cucamonga, CA",-117.5666,34.1248,Is Ankeny IA closer to Dublin CA or Rancho Cucamonga CA?,"Dublin, CA",1
"Chesapeake, VA",-76.3024,36.6778,"Springfield, IL",-89.6538,39.771,"Lake Jackson, TX",-95.4522,29.0516,Is Chesapeake VA closer to Springfield IL or Lake Jackson TX?,"Springfield, IL",0
"Lompoc, CA",-120.4714,34.6618,"Pittsburg, CA",-121.8964,38.0182,"Kettering, OH",-84.1495,39.6957,Is Lompoc CA closer to Pittsburg CA or Kettering OH?,"Pittsburg, CA",0
"Peoria, IL",-89.6153,40.752,"Tulare, CA",-119.34,36.1996,"South Fulton, GA",-84.5802,33.6269,Is Peoria IL closer to Tulare CA or South Fulton GA?,"Tulare, CA",1
"Boca Raton, FL",-80.108,26.3752,"Encinitas, CA",-117.2613,33.049,"Denver, CO",-104.8759,39.7621,Is Boca Raton FL closer to Encinitas CA or Denver CO?,"Encinitas, CA",1
"Casas Adobes, AZ",-111.0114,32.3423,"Honolulu, HI",-157.846,21.3294,"Colton, CA",-117.3254,34.0538,Is Casas Adobes AZ closer to Honolulu HI or Colton CA?,"Honolulu, HI",1
"Somerville, MA",-71.1013,42.3908,"St. Paul, MN",-93.104,44.9477,"York, PA",-76.7315,39.9651,Is Somerville MA closer to St. Paul MN or York PA?,"St. Paul, MN",1
"Lehigh Acres, FL",-81.6388,26.612,"Omaha, NE",-96.0522,41.2627,"San Mateo, CA",-122.3122,37.5521,Is Lehigh Acres FL closer to Omaha NE or San Mateo CA?,"Omaha, NE",0
"San Rafael, CA",-122.5222,37.9905,"Methuen Town, MA",-71.1889,42.734,"Waldorf, MD",-76.9195,38.6085,Is San Rafael CA closer to Methuen Town MA or Waldorf MD?,"Methuen Town, MA",1
"Meriden, CT",-72.7944,41.5367,"Mission Viejo, CA",-117.655,33.6095,"Rogers, AR",-94.1526,36.3172,Is Meriden CT closer to Mission Viejo CA or Rogers AR?,"Mission Viejo, CA",1
"Castro Valley, CA",-122.0631,37.7091,"Rialto, CA",-117.3894,34.1174,"Elizabethtown, KY",-85.877,37.703,Is Castro Valley CA closer to Rialto CA or Elizabethtown KY?,"Rialto, CA",0
"Mount Vernon, WA",-122.3115,48.4202,"Huntington Beach, CA",-118.0025,33.696,"Mishawaka, IN",-86.1669,41.6736,Is Mount Vernon WA closer to Huntington Beach CA or Mishawaka IN?,"Huntington Beach, CA",0
"Germantown, MD",-77.2643,39.1755,"Columbia, SC",-80.9037,34.0376,"Wichita Falls, TX",-98.5291,33.9072,Is Germantown MD closer to Columbia SC or Wichita Falls TX?,"Wichita Falls, TX",0
"Dublin, CA",-121.8963,37.7161,"Bakersfield, CA",-119.0359,35.3529,"Bend, OR",-121.3087,44.0562,Is Dublin CA closer to Bakersfield CA or Bend OR?,"Bakersfield, CA",0
"Monroe, LA",-92.0774,32.5183,"Rowlett, TX",-96.5488,32.9157,"Bullhead City, AZ",-114.546,35.1205,Is Monroe LA closer to Rowlett TX or Bullhead City AZ?,"Rowlett, TX",0
"Peoria, IL",-89.6153,40.752,"Monessen, PA",-79.8828,40.1519,"Jacksonville, NC",-77.3941,34.7288,Is Peoria IL closer to Monessen PA or Jacksonville NC?,"Monessen, PA",0
"Deerfield Beach, FL",-80.1277,26.305,"Dover, NH",-70.8845,43.1887,"Cleveland, TN",-84.8707,35.1817,Is Deerfield Beach FL closer to Dover NH or Cleveland TN?,"Dover, NH",1
"Pleasanton, CA",-121.8805,37.6663,"Houston, TX",-95.3889,29.7863,"Apopka, FL",-81.5304,28.7014,Is Pleasanton CA closer to Houston TX or Apopka FL?,"Houston, TX",0
"Newport Beach, CA",-117.8669,33.6151,"Lake Charles, LA",-93.2122,30.2012,"Mountain View, CA",-122.0796,37.4,Is Newport Beach CA closer to Lake Charles LA or Mountain View CA?,"Mountain View, CA",1
"New Rochelle, NY",-73.7836,40.9305,"Eden Prairie, MN",-93.4595,44.8488,"Johns Creek, GA",-84.2027,34.0333,Is New Rochelle NY closer to Eden Prairie MN or Johns Creek GA?,"Eden Prairie, MN",1
"Dalton, GA",-84.9712,34.769,"Spartanburg, SC",-81.9257,34.9437,"Honolulu, HI",-157.846,21.3294,Is Dalton GA closer to Spartanburg SC or Honolulu HI?,"Spartanburg, SC",0
"Pasco, WA",-119.1304,46.2506,"Watsonville, CA",-121.7706,36.9206,"Wenatchee, WA",-120.3283,47.4356,Is Pasco WA closer to Watsonville CA or Wenatchee WA?,"Watsonville, CA",1
"Bartlett, TN",-89.8195,35.2337,"Decatur, AL",-86.9906,34.573,"Metairie, LA",-90.178,29.9977,Is Bartlett TN closer to Decatur AL or Metairie LA?,"Decatur, AL",0
"Framingham, MA",-71.4368,42.3085,"Rio Rancho, NM",-106.6981,35.2872,"Lauderhill, FL",-80.2242,26.1605,Is Framingham MA closer to Rio Rancho NM or Lauderhill FL?,"Rio Rancho, NM",1
"Lubbock, TX",-101.8878,33.5659,"Flower Mound, TX",-97.1146,33.0344,"Malden, MA",-71.0576,42.4305,Is Lubbock TX closer to Flower Mound TX or Malden MA?,"Flower Mound, TX",0
"Mission Viejo, CA",-117.655,33.6095,"Diamond Bar, CA",-117.8161,33.9991,"Peoria, AZ",-112.2989,33.7844,Is Mission Viejo CA closer to Diamond Bar CA or Peoria AZ?,"Diamond Bar, CA",0
"Mandeville, LA",-90.0904,30.3751,"Santa Ana, CA",-117.8819,33.7366,"Pasco, WA",-119.1304,46.2506,Is Mandeville LA closer to Santa Ana CA or Pasco WA?,"Santa Ana, CA",0
"Springfield, MA",-72.5395,42.1155,"Lexington, KY",-84.4587,38.0423,"Albuquerque, NM",-106.6464,35.1053,Is Springfield MA closer to Lexington KY or Albuquerque NM?,"Lexington, KY",0
"Spring Valley, NV",-115.2619,36.0987,"Pasadena, TX",-95.1499,29.6583,"Forney, TX",-96.4529,32.744,Is Spring Valley NV closer to Pasadena TX or Forney TX?,"Pasadena, TX",1
"Gilbert, AZ",-111.7463,33.3101,"Tracy, CA",-121.4522,37.7269,"Idaho Falls, ID",-112.0362,43.4872,Is Gilbert AZ closer to Tracy CA or Idaho Falls ID?,"Tracy, CA",0
"Germantown, MD",-77.2643,39.1755,"Wilmington, DE",-75.5413,39.7415,"Pasadena, TX",-95.1499,29.6583,Is Germantown MD closer to Wilmington DE or Pasadena TX?,"Pasadena, TX",0
"Charlottesville, VA",-78.4855,38.0375,"Woodland, CA",-121.75,38.6712,"Moore, OK",-97.4758,35.3293,Is Charlottesville VA closer to Woodland CA or Moore OK?,"Woodland, CA",1
"Alhambra, CA",-118.1355,34.084,"Provo, UT",-111.6457,40.2457,"DeSoto, TX",-96.8633,32.5992,Is Alhambra CA closer to Provo UT or DeSoto TX?,"Provo, UT",0
"Hialeah, FL",-80.3046,25.8696,"Wheaton, MD",-77.0572,39.0492,"Pinellas Park, FL",-82.7078,27.8589,Is Hialeah FL closer to Wheaton MD or Pinellas Park FL?,"Wheaton, MD",1
"Port Charlotte, FL",-82.114,26.9918,"Broomfield, CO",-105.0527,39.9541,"Metairie, LA",-90.178,29.9977,Is Port Charlotte FL closer to Broomfield CO or Metairie LA?,"Broomfield, CO",1
"Fond du Lac, WI",-88.4396,43.7718,"Ocala, FL",-82.1511,29.178,"Margate, FL",-80.2119,26.2466,Is Fond du Lac WI closer to Ocala FL or Margate FL?,"Ocala, FL",0
"Round Rock, TX",-97.666,30.5254,"Newark, NJ",-74.1725,40.7245,"Austin, TX",-97.7522,30.3004,Is Round Rock TX closer to Newark NJ or Austin TX?,"Austin, TX",1
"Bentonville, AR",-94.2306,36.3546,"Jonesboro, AR",-90.6791,35.8212,"Elgin, IL",-88.3229,42.0385,Is Bentonville AR closer to Jonesboro AR or Elgin IL?,"Jonesboro, AR",0
"Torrance, CA",-118.3417,33.8346,"Winchester, VA",-78.1746,39.1735,"Jersey City, NJ",-74.0682,40.7161,Is Torrance CA closer to Winchester VA or Jersey City NJ?,"Winchester, VA",0
"Oklahoma City, OK",-97.5136,35.4676,"Jefferson City, MO",-92.1759,38.5676,"Boulder, CO",-105.2523,40.0249,Is Oklahoma City OK closer to Jefferson City MO or Boulder CO?,"Jefferson City, MO",0
"Rio Rancho, NM",-106.6981,35.2872,"Davie, FL",-80.287,26.0789,"Parker, CO",-104.7753,39.5084,Is Rio Rancho NM closer to Davie FL or Parker CO?,"Davie, FL",1
"Pittsburgh, PA",-79.9762,40.4396,"Lynchburg, VA",-79.1909,37.4003,"Panama City, FL",-85.6004,30.1995,Is Pittsburgh PA closer to Lynchburg VA or Panama City FL?,"Lynchburg, VA",0
"Rochester Hills, MI",-83.1563,42.6645,"West Bend, WI",-88.1824,43.4184,"East Orange, NJ",-74.2117,40.7651,Is Rochester Hills MI closer to West Bend WI or East Orange NJ?,"West Bend, WI",0
"Erie, PA",-80.0733,42.1168,"Westland, MI",-83.3805,42.3192,"Fishers, IN",-85.9661,39.9589,Is Erie PA closer to Westland MI or Fishers IN?,"Westland, MI",0
"Boca Raton, FL",-80.108,26.3752,"Southaven, MS",-89.9787,34.9514,"Mankato, MN",-93.9773,44.1712,Is Boca Raton FL closer to Southaven MS or Mankato MN?,"Southaven, MS",0
"Santa Maria, CA",-120.4432,34.9334,"Santa Clara, CA",-121.968,37.3645,"Greenwood, IN",-86.1073,39.6019,Is Santa Maria CA closer to Santa Clara CA or Greenwood IN?,"Santa Clara, CA",0
"Bellingham, WA",-122.4687,48.7543,"Pittsburg, CA",-121.8964,38.0182,"Dothan, AL",-85.4069,31.2335,Is Bellingham WA closer to Pittsburg CA or Dothan AL?,"Pittsburg, CA",0
"Lansing, MI",-84.5601,42.7142,"Buffalo, NY",-78.8487,42.9016,"Bozeman, MT",-111.0552,45.6832,Is Lansing MI closer to Buffalo NY or Bozeman MT?,"Buffalo, NY",0
"San Francisco, CA",-122.443,37.7562,"Gresham, OR",-122.4413,45.5023,"Atlantic City, NJ",-74.4527,39.3797,Is San Francisco CA closer to Gresham OR or Atlantic City NJ?,"Gresham, OR",0
"Grand Island, NE",-98.3584,40.9214,"Pomona, CA",-117.7626,34.0585,"Charlottesville, VA",-78.4855,38.0375,Is Grand Island NE closer to Pomona CA or Charlottesville VA?,"Pomona, CA",1
"Longmont, CO",-105.1005,40.1686,"Bethesda, MD",-77.1188,38.9866,"Chattanooga, TN",-85.2488,35.0657,Is Longmont CO closer to Bethesda MD or Chattanooga TN?,"Bethesda, MD",1
"Plano, TX",-96.7487,33.0502,"Metairie, LA",-90.178,29.9977,"Oceanside, CA",-117.3083,33.2247,Is Plano TX closer to Metairie LA or Oceanside CA?,"Metairie, LA",0
"Albany, OR",-123.0966,44.6274,"Champaign, IL",-88.2735,40.1144,"Margate, FL",-80.2119,26.2466,Is Albany OR closer to Champaign IL or Margate FL?,"Champaign, IL",0
"San Angelo, TX",-100.4506,31.4424,"Pocatello, ID",-112.4646,42.8724,"Coeur d'Alene, ID",-116.7935,47.7041,Is San Angelo TX closer to Pocatello ID or Coeur d'Alene ID?,"Pocatello, ID",0
"Bremerton, WA",-122.7122,47.5436,"Wilmington, DE",-75.5413,39.7415,"Framingham, MA",-71.4368,42.3085,Is Bremerton WA closer to Wilmington DE or Framingham MA?,"Wilmington, DE",0
"Norman, OK",-97.3471,35.2335,"Portland, ME",-70.2715,43.6773,"Savannah, GA",-81.1784,32.0281,Is Norman OK closer to Portland ME or Savannah GA?,"Portland, ME",1
"Livermore, CA",-121.7608,37.6862,"Florence, AL",-87.6654,34.8303,"Camarillo, CA",-119.0322,34.223,Is Livermore CA closer to Florence AL or Camarillo CA?,"Florence, AL",1
"Chambersburg, PA",-77.6556,39.9315,"Pembroke Pines, FL",-80.3382,26.0128,"Durham, NC",-78.9031,35.9794,Is Chambersburg PA closer to Pembroke Pines FL or Durham NC?,"Pembroke Pines, FL",1
"Edmond, OK",-97.4159,35.6689,"Brooklyn Park, MN",-93.3505,45.1112,"Yuma, AZ",-114.5488,32.5992,Is Edmond OK closer to Brooklyn Park MN or Yuma AZ?,"Brooklyn Park, MN",0
"Boise, ID",-116.2312,43.6007,"Kirkland, WA",-122.2054,47.6974,"Edmond, OK",-97.4159,35.6689,Is Boise ID closer to Kirkland WA or Edmond OK?,"Kirkland, WA",0
"Placentia, CA",-117.8553,33.8807,"Miami, FL",-80.2102,25.7839,"Youngstown, OH",-80.6463,41.0993,Is Placentia CA closer to Miami FL or Youngstown OH?,"Miami, FL",1
"Portland, ME",-70.2715,43.6773,"Danbury, CT",-73.471,41.4016,"Santa Cruz, CA",-122.0346,36.9789,Is Portland ME closer to Danbury CT or Santa Cruz CA?,"Danbury, CT",0
"Charlottesville, VA",-78.4855,38.0375,"Fishers, IN",-85.9661,39.9589,"Dundalk, MD",-76.4942,39.2703,Is Charlottesville VA closer to Fishers IN or Dundalk MD?,"Fishers, IN",1
"Columbus, GA",-84.8771,32.51,"Doral, FL",-80.3565,25.8151,"Norwich, CT",-72.0882,41.5495,Is Columbus GA closer to Doral FL or Norwich CT?,"Doral, FL",0
"Garden Grove, CA",-117.9601,33.7787,"Menifee, CA",-117.1849,33.6909,"St. George, UT",-113.577,37.077,Is Garden Grove CA closer to Menifee CA or St. George UT?,"Menifee, CA",0
"Queen Creek, AZ",-111.6343,33.2386,"Yuba City, CA",-121.6381,39.1357,"Wheaton, IL",-88.1083,41.8561,Is Queen Creek AZ closer to Yuba City CA or Wheaton IL?,"Yuba City, CA",0
"Missouri City, TX",-95.5365,29.563,"Fort Wayne, IN",-85.1437,41.0886,"Altoona, PA",-78.4007,40.5082,Is Missouri City TX closer to Fort Wayne IN or Altoona PA?,"Fort Wayne, IN",0
"Arcadia, CA",-118.0373,34.1342,"Sparks, NV",-119.7157,39.5729,"Longview, WA",-122.9629,46.1461,Is Arcadia CA closer to Sparks NV or Longview WA?,"Sparks, NV",0
"New Brunswick, NJ",-74.445,40.487,"Spring Valley, NV",-115.2619,36.0987,"Downey, CA",-118.1312,33.9379,Is New Brunswick NJ closer to Spring Valley NV or Downey CA?,"Spring Valley, NV",0
"Madison, AL",-86.7626,34.7114,"Billings, MT",-108.5524,45.7891,"Anderson, SC",-82.6479,34.5211,Is Madison AL closer to Billings MT or Anderson SC?,"Billings, MT",1
"Boynton Beach, FL",-80.0811,26.5281,"Melbourne, FL",-80.6627,28.1085,"Pleasanton, CA",-121.8805,37.6663,Is Boynton Beach FL closer to Melbourne FL or Pleasanton CA?,"Melbourne, FL",0
"West Covina, CA",-117.9112,34.0555,"Wheaton, MD",-77.0572,39.0492,"Ankeny, IA",-93.6033,41.7285,Is West Covina CA closer to Wheaton MD or Ankeny IA?,"Wheaton, MD",1
"Marysville, WA",-122.1561,48.0809,"Kannapolis, NC",-80.6403,35.4764,"Duluth, MN",-92.1392,46.7756,Is Marysville WA closer to Kannapolis NC or Duluth MN?,"Kannapolis, NC",1
"Burien, WA",-122.3394,47.4762,"Trenton, NJ",-74.7641,40.2236,"St. Joseph, MO",-94.821,39.7599,Is Burien WA closer to Trenton NJ or St. Joseph MO?,"Trenton, NJ",1
"El Paso de Robles, CA",-120.656,35.6394,"Clarksville, TN",-87.342,36.5695,"Rowland Heights, CA",-117.8911,33.9716,Is El Paso de Robles CA closer to Clarksville TN or Rowland Heights CA?,"Clarksville, TN",1
"Norwalk, CA",-118.0829,33.9069,"Flint, MI",-83.6922,43.0235,"Carolina, PR",-65.9792,18.4054,Is Norwalk CA closer to Flint MI or Carolina PR?,"Flint, MI",0
"Somerville, MA",-71.1013,42.3908,"Bismarck, ND",-100.7694,46.8144,"Gilbert, AZ",-111.7463,33.3101,Is Somerville MA closer to Bismarck ND or Gilbert AZ?,"Gilbert, AZ",0
"Bristol, TN",-82.2154,36.5572,"Upland, CA",-117.6603,34.1178,"Pompano Beach, FL",-80.1312,26.2428,Is Bristol TN closer to Upland CA or Pompano Beach FL?,"Pompano Beach, FL",1
"Hesperia, CA",-117.3147,34.3975,"Albany, GA",-84.1762,31.5776,"Kansas City, MO",-94.5541,39.1239,Is Hesperia CA closer to Albany GA or Kansas City MO?,"Kansas City, MO",1
"Atascocita, TX",-95.1953,29.9777,"Roseville, CA",-121.3196,38.7703,"Houston, TX",-95.3889,29.7863,Is Atascocita TX closer to Roseville CA or Houston TX?,"Houston, TX",1
"Renton, WA",-122.1919,47.4784,"Sumter, SC",-80.393,33.9392,"El Paso de Robles, CA",-120.656,35.6394,Is Renton WA closer to Sumter SC or El Paso de Robles CA?,"El Paso de Robles, CA",1
"Allentown, PA",-75.4756,40.5961,"El Cajon, CA",-116.9605,32.8017,"Kenosha, WI",-87.8765,42.5864,Is Allentown PA closer to El Cajon CA or Kenosha WI?,"Kenosha, WI",1
"Kendall, FL",-80.3556,25.6697,"San Rafael, CA",-122.5222,37.9905,"Pocatello, ID",-112.4646,42.8724,Is Kendall FL closer to San Rafael CA or Pocatello ID?,"San Rafael, CA",1
"Kendale Lakes, FL",-80.4078,25.7081,"Bellflower, CA",-118.1271,33.888,"Hagerstown, MD",-77.7217,39.6401,Is Kendale Lakes FL closer to Bellflower CA or Hagerstown MD?,"Hagerstown, MD",1
"Plantation, FL",-80.2617,26.126,"Anaheim, CA",-117.8572,33.839,"Palm Bay, FL",-80.6627,27.955,Is Plantation FL closer to Anaheim CA or Palm Bay FL?,"Palm Bay, FL",1
"Wenatchee, WA",-120.3283,47.4356,"Paterson, NJ",-74.1624,40.9147,"Thousand Oaks, CA",-118.8755,34.1914,Is Wenatchee WA closer to Paterson NJ or Thousand Oaks CA?,"Thousand Oaks, CA",1
"Hillsboro, OR",-122.9361,45.5272,"El Paso de Robles, CA",-120.656,35.6394,"Titusville, FL",-80.8193,28.5727,Is Hillsboro OR closer to El Paso de Robles CA or Titusville FL?,"El Paso de Robles, CA",0
"Haverhill, MA",-71.0871,42.7838,"West Covina, CA",-117.9112,34.0555,"Springdale, AR",-94.1574,36.1899,Is Haverhill MA closer to West Covina CA or Springdale AR?,"Springdale, AR",1
"Saratoga Springs, NY",-73.7775,43.0674,"Murfreesboro, TN",-86.4119,35.8492,"Clearwater, FL",-82.7622,27.9789,Is Saratoga Springs NY closer to Murfreesboro TN or Clearwater FL?,"Clearwater, FL",0
"Baldwin Park, CA",-117.9721,34.0829,"Texarkana, TX",-94.0815,33.4487,"New Bedford, MA",-70.9428,41.6697,Is Baldwin Park CA closer to Texarkana TX or New Bedford MA?,"New Bedford, MA",0
"Apopka, FL",-81.5304,28.7014,"Kankakee, IL",-87.8643,41.1019,"Costa Mesa, CA",-117.9135,33.6667,Is Apopka FL closer to Kankakee IL or Costa Mesa CA?,"Costa Mesa, CA",0
"Warren, MI",-83.027,42.4934,"Leesburg, FL",-81.8996,28.7657,"Pearland, TX",-95.3215,29.5585,Is Warren MI closer to Leesburg FL or Pearland TX?,"Pearland, TX",0
"Davie, FL",-80.287,26.0789,"Miami Gardens, FL",-80.2426,25.9433,"Dearborn Heights, MI",-83.2769,42.3164,Is Davie FL closer to Miami Gardens FL or Dearborn Heights MI?,"Miami Gardens, FL",0
"Daphne, AL",-87.8866,30.6286,"Fremont, CA",-121.9852,37.5265,"Galveston, TX",-94.891,29.2487,Is Daphne AL closer to Fremont CA or Galveston TX?,"Galveston, TX",1
"Murfreesboro, TN",-86.4119,35.8492,"Union City, NJ",-74.0323,40.7674,"Pittsfield, MA",-73.2605,42.4517,Is Murfreesboro TN closer to Union City NJ or Pittsfield MA?,"Pittsfield, MA",0
"Stonecrest, GA",-84.1372,33.6842,"Tampa, FL",-82.4451,27.9942,"Brooklyn, NY",-73.9496,40.6501,Is Stonecrest GA closer to Tampa FL or Brooklyn NY?,"Tampa, FL",0
"Country Club, FL",-80.3102,25.9407,"Monroe, LA",-92.0774,32.5183,"Wichita Falls, TX",-98.5291,33.9072,Is Country Club FL closer to Monroe LA or Wichita Falls TX?,"Monroe, LA",0
"Champaign, IL",-88.2735,40.1144,"Novato, CA",-122.5576,38.092,"Davie, FL",-80.287,26.0789,Is Champaign IL closer to Novato CA or Davie FL?,"Davie, FL",1
"Rialto, CA",-117.3894,34.1174,"Manhattan, NY",-73.9662,40.7834,"Hammond, IN",-87.491,41.6169,Is Rialto CA closer to Manhattan NY or Hammond IN?,"Hammond, IN",1
"Peoria, IL",-89.6153,40.752,"Port Arthur, TX",-93.9264,29.8554,"Buffalo, NY",-78.8487,42.9016,Is Peoria IL closer to Port Arthur TX or Buffalo NY?,"Buffalo, NY",1
"Eagan, MN",-93.1638,44.8169,"Peoria, AZ",-112.2989,33.7844,"Billings, MT",-108.5524,45.7891,Is Eagan MN closer to Peoria AZ or Billings MT?,"Billings, MT",1
"New York, NY",-73.9249,40.6943,"Montebello, CA",-118.1108,34.0155,"Sunnyvale, CA",-122.0256,37.3836,Is New York NY closer to Montebello CA or Sunnyvale CA?,"Sunnyvale, CA",0
"Perth Amboy, NJ",-74.2724,40.5203,"Merced, CA",-120.4778,37.3057,"Lawrence, KS",-95.2641,38.9597,Is Perth Amboy NJ closer to Merced CA or Lawrence KS?,"Lawrence, KS",1
"Jacksonville, FL",-81.6749,30.3322,"Nashua, NH",-71.491,42.7491,"Carmel, IN",-86.146,39.965,Is Jacksonville FL closer to Nashua NH or Carmel IN?,"Carmel, IN",1
"Milpitas, CA",-121.8921,37.4339,"Springfield, MO",-93.2916,37.1943,"Queens, NY",-73.7976,40.7498,Is Milpitas CA closer to Springfield MO or Queens NY?,"Queens, NY",0
"Highlands Ranch, CO",-104.9708,39.5419,"Anderson, IN",-85.6893,40.0891,"St. Augustine, FL",-81.31,29.8977,Is Highlands Ranch CO closer to Anderson IN or St. Augustine FL?,"St. Augustine, FL",0
"Slidell, LA",-89.7826,30.2881,"Oceanside, CA",-117.3083,33.2247,"Mansfield, TX",-97.1211,32.569,Is Slidell LA closer to Oceanside CA or Mansfield TX?,"Mansfield, TX",1
"Monessen, PA",-79.8828,40.1519,"Racine, WI",-87.8135,42.7274,"Tamarac, FL",-80.2542,26.2056,Is Monessen PA closer to Racine WI or Tamarac FL?,"Racine, WI",0
"Chico, CA",-121.8152,39.7575,"Normal, IL",-88.9881,40.5218,"Hagerstown, MD",-77.7217,39.6401,Is Chico CA closer to Normal IL or Hagerstown MD?,"Hagerstown, MD",0
"Bellflower, CA",-118.1271,33.888,"Framingham, MA",-71.4368,42.3085,"Oakland, CA",-122.2165,37.7903,Is Bellflower CA closer to Framingham MA or Oakland CA?,"Oakland, CA",1
"Cedar Rapids, IA",-91.6782,41.9665,"Westland, MI",-83.3805,42.3192,"Richardson, TX",-96.7093,32.9717,Is Cedar Rapids IA closer to Westland MI or Richardson TX?,"Richardson, TX",0
"Sheboygan, WI",-87.7316,43.7403,"Kendale Lakes, FL",-80.4078,25.7081,"Eugene, OR",-123.1173,44.0563,Is Sheboygan WI closer to Kendale Lakes FL or Eugene OR?,"Eugene, OR",0
"Killeen, TX",-97.7296,31.0754,"Surprise, AZ",-112.4524,33.68,"Waldorf, MD",-76.9195,38.6085,Is Killeen TX closer to Surprise AZ or Waldorf MD?,"Surprise, AZ",0
"Virginia Beach, VA",-76.0435,36.7335,"Spring, TX",-95.383,30.0613,"Coconut Creek, FL",-80.1842,26.2803,Is Virginia Beach VA closer to Spring TX or Coconut Creek FL?,"Coconut Creek, FL",1
"Evansville, IN",-87.5341,37.9881,"Florence, SC",-79.7877,34.1781,"Westminster, CO",-105.0624,39.8837,Is Evansville IN closer to Florence SC or Westminster CO?,"Westminster, CO",0
"St. Petersburg, FL",-82.6652,27.7931,"Delray Beach, FL",-80.0905,26.455,"Orem, UT",-111.6992,40.2983,Is St. Petersburg FL closer to Delray Beach FL or Orem UT?,"Delray Beach, FL",0
"Florence-Graham, CA",-118.2447,33.9682,"Lancaster, CA",-118.1753,34.6935,"Aurora, CO",-104.7273,39.7087,Is Florence-Graham CA closer to Lancaster CA or Aurora CO?,"Aurora, CO",0
"Dublin, CA",-121.8963,37.7161,"Dubuque, IA",-90.7067,42.5008,"Durham, NC",-78.9031,35.9794,Is Dublin CA closer to Dubuque IA or Durham NC?,"Dubuque, IA",0
"Kannapolis, NC",-80.6403,35.4764,"Wausau, WI",-89.6459,44.962,"Cartersville, GA",-84.8007,34.1639,Is Kannapolis NC closer to Wausau WI or Cartersville GA?,"Cartersville, GA",1
"West Valley City, UT",-112.0115,40.6889,"Kent, WA",-122.2129,47.3887,"Fountain Valley, CA",-117.9514,33.7105,Is West Valley City UT closer to Kent WA or Fountain Valley CA?,"Kent, WA",1
"Temple, TX",-97.3894,31.1076,"Grand Island, NE",-98.3584,40.9214,"Glendale, AZ",-112.2311,33.5791,Is Temple TX closer to Grand Island NE or Glendale AZ?,"Glendale, AZ",0
"Columbus, GA",-84.8771,32.51,"Beloit, WI",-89.0184,42.523,"Springfield, MA",-72.5395,42.1155,Is Columbus GA closer to Beloit WI or Springfield MA?,"Springfield, MA",0
"Corona, CA",-117.5649,33.8616,"Elizabeth, NJ",-74.1912,40.6657,"Hickory, NC",-81.323,35.7425,Is Corona CA closer to Elizabeth NJ or Hickory NC?,"Hickory, NC",1
"Concord, CA",-122.0016,37.9722,"Jacksonville, NC",-77.3941,34.7288,"Albuquerque, NM",-106.6464,35.1053,Is Concord CA closer to Jacksonville NC or Albuquerque NM?,"Albuquerque, NM",1
